Voter,Question,Hebrew,Russian,Japanese,Thai,Chinese,Tamil,Latin,Hindi
34,m5vgbt7e802e612/20,0,1,1,1,1,0,0,0
35,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
36,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
37,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
38,m5vgbt7e802e612/20,0,0,1,1,0,0,0,0
39,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
40,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
41,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
42,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
43,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
44,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
45,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
46,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
47,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
48,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
49,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
50,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
51,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
52,m5vgbt7e802e612/20,0,1,0,0,0,0,1,0
53,m5vgbt7e802e612/20,0,0,1,0,0,0,0,0
54,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
55,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
56,m5vgbt7e802e612/20,0,1,1,0,1,0,0,0
57,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
58,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
59,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
60,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
61,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
62,m5vgbt7e802e612/20,1,1,1,1,1,0,1,0
63,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
64,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
65,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
66,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
67,m5vgbt7e802e612/20,0,0,1,0,1,1,0,0
68,m5vgbt7e802e612/20,1,0,1,0,1,0,1,0
69,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
70,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
71,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
72,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
73,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
74,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
75,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
76,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
77,m5vgbt7e802e612/20,1,0,1,1,1,0,1,0
78,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
79,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
80,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
81,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
82,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
83,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
84,m5vgbt7e802e612/20,0,0,1,0,0,0,0,0
85,m5vgbt7e802e612/20,0,0,1,1,1,1,0,0
86,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
87,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
88,m5vgbt7e802e612/20,0,0,1,1,0,0,0,0
89,m5vgbt7e802e612/20,1,1,1,0,0,0,1,0
90,m5vgbt7e802e612/20,1,1,1,1,1,1,1,0
91,m5vgbt7e802e612/20,0,0,1,1,1,1,0,1
92,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
93,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
94,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
95,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
96,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
97,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
98,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
99,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
100,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
101,m5vgbt7e802e612/20,0,0,0,0,1,0,0,0
102,m5vgbt7e802e612/20,0,0,0,1,0,0,0,1
103,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
104,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
105,m5vgbt7e802e612/20,0,0,1,1,1,0,0,0
106,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
107,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
108,m5vgbt7e802e612/20,0,0,1,0,1,0,0,0
0,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
1,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
2,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
3,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
4,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
5,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
6,c7557xr0oa9typw/22,0,0,0,0,1,0,0,0
7,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
8,c7557xr0oa9typw/22,0,0,0,1,0,1,0,1
9,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
10,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
11,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
12,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
13,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
14,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
15,c7557xr0oa9typw/22,0,0,1,1,1,1,0,1
16,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
17,c7557xr0oa9typw/22,0,0,1,1,1,1,0,1
18,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
19,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
20,c7557xr0oa9typw/22,1,0,1,0,1,0,0,0
21,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
22,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
23,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
24,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
25,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
26,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
27,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
28,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
29,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
30,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
31,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
32,c7557xr0oa9typw/22,1,1,0,0,0,0,0,0
33,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
34,c7557xr0oa9typw/22,0,1,1,1,1,0,0,0
35,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
36,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
37,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
38,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
39,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
40,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
41,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
42,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
43,c7557xr0oa9typw/22,0,0,1,0,1,1,0,0
44,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
45,c7557xr0oa9typw/22,0,0,1,1,0,1,0,1
46,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
47,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
48,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
49,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
50,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
51,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
52,c7557xr0oa9typw/22,0,0,0,0,1,0,1,0
53,c7557xr0oa9typw/22,0,0,0,1,0,0,0,0
54,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
55,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
56,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
57,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
58,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
59,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
60,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
61,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
62,c7557xr0oa9typw/22,1,1,1,1,1,0,1,0
63,c7557xr0oa9typw/22,0,0,1,0,0,0,0,0
64,c7557xr0oa9typw/22,0,0,0,0,1,0,0,0
65,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
66,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
67,c7557xr0oa9typw/22,1,0,0,1,1,0,0,1
68,c7557xr0oa9typw/22,1,0,1,1,0,0,1,0
69,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
70,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
71,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
72,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
73,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
74,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
75,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
76,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
77,c7557xr0oa9typw/22,1,1,0,1,1,0,1,0
78,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
79,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
80,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
81,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
82,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
83,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
84,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
85,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
86,c7557xr0oa9typw/22,0,1,1,1,1,0,0,0
87,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
88,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
89,c7557xr0oa9typw/22,0,1,0,1,1,0,1,0
90,c7557xr0oa9typw/22,1,1,1,1,1,0,1,0
91,c7557xr0oa9typw/22,0,0,1,1,1,0,0,1
92,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
93,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
94,c7557xr0oa9typw/22,1,0,1,0,1,0,0,0
95,c7557xr0oa9typw/22,0,0,1,1,0,0,1,0
96,c7557xr0oa9typw/22,0,0,1,0,0,0,0,0
97,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
98,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
99,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
100,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
101,c7557xr0oa9typw/22,0,0,0,0,1,0,0,0
102,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
103,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
104,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
105,c7557xr0oa9typw/22,0,0,1,1,1,0,0,0
106,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
107,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
108,c7557xr0oa9typw/22,0,0,1,0,1,0,0,0
0,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
1,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
2,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
3,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
4,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
5,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
6,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
7,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
8,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
9,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
10,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
11,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
12,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
13,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
14,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
15,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
16,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
17,a9sdxr2f6l0ngql/24,0,0,1,1,1,1,0,1
18,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
19,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
20,a9sdxr2f6l0ngql/24,1,0,1,0,0,0,1,0
21,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
22,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
23,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
24,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
25,a9sdxr2f6l0ngql/24,1,0,1,1,0,0,0,0
26,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
27,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
28,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
29,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
30,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
31,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
32,a9sdxr2f6l0ngql/24,1,1,1,1,0,0,0,0
33,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
34,a9sdxr2f6l0ngql/24,0,1,1,1,1,0,0,0
35,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
36,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
37,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,1
38,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
39,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
40,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
41,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
42,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
43,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
44,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
45,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
46,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
47,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
48,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
49,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
50,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
51,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
52,a9sdxr2f6l0ngql/24,0,0,0,0,0,0,1,0
53,a9sdxr2f6l0ngql/24,0,0,0,1,0,0,0,0
54,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,1
55,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
56,a9sdxr2f6l0ngql/24,1,0,1,1,1,1,1,0
57,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
58,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
59,a9sdxr2f6l0ngql/24,0,0,0,0,1,0,0,0
60,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
61,a9sdxr2f6l0ngql/24,1,0,0,1,1,0,0,0
62,a9sdxr2f6l0ngql/24,1,1,1,1,1,0,1,0
63,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
64,a9sdxr2f6l0ngql/24,1,0,1,1,0,0,0,0
65,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
66,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
67,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
68,a9sdxr2f6l0ngql/24,1,0,1,1,1,0,1,0
69,a9sdxr2f6l0ngql/24,1,0,1,1,0,0,0,0
70,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
71,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
72,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
73,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
74,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
75,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
76,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
77,a9sdxr2f6l0ngql/24,1,0,0,1,1,1,1,0
78,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
79,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
80,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
81,a9sdxr2f6l0ngql/24,0,0,0,0,1,0,0,0
82,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
83,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
84,a9sdxr2f6l0ngql/24,0,0,0,1,1,0,0,0
85,a9sdxr2f6l0ngql/24,0,0,1,1,1,1,0,0
86,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
87,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
88,a9sdxr2f6l0ngql/24,0,0,1,0,1,1,0,1
89,a9sdxr2f6l0ngql/24,1,1,1,1,1,0,1,0
90,a9sdxr2f6l0ngql/24,1,1,1,1,1,1,1,0
91,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,1
92,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
93,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
94,a9sdxr2f6l0ngql/24,1,0,0,1,0,0,0,0
95,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
96,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
97,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
98,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
99,a9sdxr2f6l0ngql/24,0,0,0,0,0,1,0,0
100,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
101,a9sdxr2f6l0ngql/24,0,0,1,0,0,0,0,0
102,a9sdxr2f6l0ngql/24,0,0,0,0,0,1,0,1
103,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
104,a9sdxr2f6l0ngql/24,0,0,1,1,1,0,0,0
105,a9sdxr2f6l0ngql/24,0,0,0,0,0,1,0,1
106,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
107,a9sdxr2f6l0ngql/24,0,0,1,0,1,0,0,0
108,a9sdxr2f6l0ngql/24,0,0,0,0,1,0,0,0
0,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
1,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
2,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
3,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
4,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
5,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
6,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
7,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
8,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
9,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
10,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
11,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
12,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
13,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
14,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
15,0xtz9sah11iwzfb/19,0,0,1,1,1,1,0,1
16,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
17,0xtz9sah11iwzfb/19,0,0,1,1,1,1,0,1
18,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
19,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
20,0xtz9sah11iwzfb/19,0,0,1,0,1,0,1,0
21,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
22,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
23,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
24,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
25,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
26,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
27,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
28,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
29,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
30,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
31,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
32,0xtz9sah11iwzfb/19,1,0,0,0,1,0,1,0
33,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
34,0xtz9sah11iwzfb/19,0,1,1,1,1,0,0,0
35,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
36,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
37,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
38,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
39,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
40,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
41,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
42,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
43,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
44,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
45,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
46,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
47,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
48,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
49,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
50,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
51,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
52,0xtz9sah11iwzfb/19,0,0,0,1,1,0,1,0
53,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
54,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
55,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
56,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
57,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
58,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
59,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
60,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
61,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
62,0xtz9sah11iwzfb/19,1,1,1,1,1,0,1,0
63,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
64,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
65,0xtz9sah11iwzfb/19,0,1,1,0,0,0,0,0
66,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
67,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
68,0xtz9sah11iwzfb/19,1,0,1,1,1,0,1,0
69,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
70,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
71,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
72,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
73,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
74,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
75,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
76,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
77,0xtz9sah11iwzfb/19,1,0,0,1,1,0,0,0
78,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
79,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
80,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
81,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
82,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
83,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
84,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
85,0xtz9sah11iwzfb/19,0,0,1,1,1,1,0,0
86,0xtz9sah11iwzfb/19,0,1,1,1,1,0,0,0
87,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
88,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
89,0xtz9sah11iwzfb/19,0,1,1,1,1,0,1,0
90,0xtz9sah11iwzfb/19,0,0,0,1,1,0,1,0
91,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,1
92,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
93,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
94,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
95,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
96,0xtz9sah11iwzfb/19,0,0,1,0,0,0,0,0
97,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
98,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
99,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
100,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
101,0xtz9sah11iwzfb/19,0,0,0,0,1,0,0,0
102,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
103,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
104,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
105,0xtz9sah11iwzfb/19,0,0,1,1,1,0,0,0
106,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
107,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
108,0xtz9sah11iwzfb/19,0,0,1,0,1,0,0,0
0,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,0
1,wx0obc7c8f6ce6w/16,1,0,0,1,1,1,0,1
2,wx0obc7c8f6ce6w/16,1,0,0,1,1,0,0,0
3,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,0
4,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,1
5,wx0obc7c8f6ce6w/16,1,0,0,1,0,0,0,0
6,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,0
7,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,0
8,wx0obc7c8f6ce6w/16,1,0,0,0,0,1,1,1
9,wx0obc7c8f6ce6w/16,1,0,0,1,1,0,0,0
10,wx0obc7c8f6ce6w/16,1,0,0,1,0,1,1,0
11,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,0,0
12,wx0obc7c8f6ce6w/16,1,0,0,0,0,1,0,1
13,wx0obc7c8f6ce6w/16,1,0,0,0,0,0,1,0
14,wx0obc7c8f6ce6w/16,1,1,0,0,0,0,1,0
