Answer.INTERFACE,Answer.MECHANISM,Answer.question0,Answer.question1,Answer.question10,Answer.question11,Answer.question12,Answer.question13,Answer.question14,Answer.question15,Answer.question16,Answer.question17,Answer.question18,Answer.question19,Answer.question2,Answer.question20,Answer.question21,Answer.question22,Answer.question23,Answer.question24,Answer.question3,Answer.question4,Answer.question5,Answer.question6,Answer.question7,Answer.question8,Answer.question9,Answer.trueAnswer0,Answer.trueAnswer1,Answer.trueAnswer10,Answer.trueAnswer11,Answer.trueAnswer12,Answer.trueAnswer13,Answer.trueAnswer14,Answer.trueAnswer15,Answer.trueAnswer16,Answer.trueAnswer17,Answer.trueAnswer18,Answer.trueAnswer19,Answer.trueAnswer2,Answer.trueAnswer20,Answer.trueAnswer21,Answer.trueAnswer22,Answer.trueAnswer23,Answer.trueAnswer24,Answer.trueAnswer3,Answer.trueAnswer4,Answer.trueAnswer5,Answer.trueAnswer6,Answer.trueAnswer7,Answer.trueAnswer8,Answer.trueAnswer9,Answer.answer0,Answer.answer1,Answer.answer10,Answer.answer11,Answer.answer12,Answer.answer13,Answer.answer14,Answer.answer15,Answer.answer16,Answer.answer17,Answer.answer18,Answer.answer19,Answer.answer2,Answer.answer20,Answer.answer21,Answer.answer22,Answer.answer23,Answer.answer24,Answer.answer3,Answer.answer4,Answer.answer5,Answer.answer6,Answer.answer7,Answer.answer8,Answer.answer9,Answer.comments
subset,none,wx0obc7c8f6ce6w/16,0xtz9sah11iwzfb/19,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,zxvn4kcvil8onmd/6,lje1kpehfxsqxg6/3,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,xzadddndcont63h/11,c39wrwcnjy60fx0/15,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,p8x7qrx57foej2v/17,9v2qvj0b6ny4lrp/5,m5vgbt7e802e612/20,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,c8vfeb66wb94r09/4,lgbjckfncok88u1/21,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,Hebrew,Chinese,Russian,Japanese,Tamil,Thai,Japanese,Chinese,Hindi,Russian,Hindi,Hebrew,Tamil,Japanese,Hebrew,Thai,Chinese,Russian,Tamil,Thai,Japanese,Hindi,Latin,Latin,Hindi,Hindi|Thai|Japanese,Thai|Japanese|Chinese,Latin|Russian,Thai|Japanese|Chinese,Tamil|Hebrew|Hindi|Latin|Russian,Tamil|Hebrew|Hindi|Latin|Russian,Hindi|Thai|Japanese|Chinese,Thai|Japanese|Chinese,Tamil|Hebrew|Hindi|Latin|Russian,Tamil|Hebrew|Hindi|Latin|Russian,Thai|Japanese,Tamil|Hebrew|Hindi,Tamil|Hindi|Russian,Thai|Japanese|Chinese,Tamil|Hebrew|Hindi|Latin|Russian,Tamil|Hebrew|Hindi|Latin|Russian,Thai|Japanese|Chinese,Hebrew|Hindi|Latin|Russian,Hebrew|Hindi|Latin|Russian,Hebrew|Hindi|Latin|Russian,Thai|Japanese|Chinese,Tamil|Hebrew|Hindi,Hebrew|Latin|Russian,Hebrew|Latin|Russian,Tamil|Hebrew|Hindi|Latin|Russian,
subset,multiplicative,aqjoi7izpzp6acv/10,m5vgbt7e802e612/20,9omx3hyvbsi6s4z/14,0t7hyu660p7bja8/1,h53qagtbagigq4f/12,6l8h1tv26zedant/7,dfgcmyi9zlmzojy/2,c7557xr0oa9typw/22,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,xzadddndcont63h/11,zxvn4kcvil8onmd/6,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,2e3tfgr5x7rfryb/9,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,lje1kpehfxsqxg6/3,ida8bqy4xp5417p/23,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,zi53rt5amlnlle4/0,Hindi,Chinese,Latin,Russian,Hindi,Tamil,Russian,Japanese,Hebrew,Latin,Hindi,Tamil,Thai,Japanese,Hebrew,Chinese,Hindi,Chinese,Japanese,Thai,Japanese,Tamil,Hebrew,Thai,Russian,Hindi,Thai|Japanese,Latin,Russian,Hindi|Thai|Tamil,Tamil,Thai|Tamil,Thai|Japanese|Chinese,Hebrew,Latin,Hindi,Hindi|Tamil,Thai|Tamil,Thai|Japanese|Chinese,Hebrew,Thai|Japanese|Chinese,Hindi,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Hindi|Tamil,Thai|Japanese|Chinese,Hindi|Thai|Tamil,Hebrew,Hebrew|Hindi|Tamil,Russian,
single-noskip,additive,9v2qvj0b6ny4lrp/5,lje1kpehfxsqxg6/3,zi53rt5amlnlle4/0,c8vfeb66wb94r09/4,2e3tfgr5x7rfryb/9,dfgcmyi9zlmzojy/2,lgbjckfncok88u1/21,aqjoi7izpzp6acv/10,xzadddndcont63h/11,wc3yesvzcawev2b/18,c39wrwcnjy60fx0/15,867rdbxwrn1tlom/13,c7557xr0oa9typw/22,wx0obc7c8f6ce6w/16,h53qagtbagigq4f/12,nm9rf5ltug85eay/8,p8x7qrx57foej2v/17,zxvn4kcvil8onmd/6,6l8h1tv26zedant/7,0t7hyu660p7bja8/1,a9sdxr2f6l0ngql/24,0xtz9sah11iwzfb/19,m5vgbt7e802e612/20,ida8bqy4xp5417p/23,9omx3hyvbsi6s4z/14,Thai,Thai,Russian,Thai,Hindi,Russian,Japanese,Hindi,Hindi,Chinese,Hebrew,Latin,Japanese,Hebrew,Hindi,Tamil,Hebrew,Tamil,Tamil,Russian,Japanese,Chinese,Chinese,Japanese,Latin,Thai,Thai,Russian,Hebrew,Hindi,Russian,Japanese,Hindi,Hindi,Chinese,Hebrew,Latin,Japanese,Hebrew,Hindi,Tamil,Hebrew,Tamil,Tamil,Russian,Japanese,Chinese,Chinese,Chinese,Latin,
subset,none,2e3tfgr5x7rfryb/9,nm9rf5ltug85eay/8,lje1kpehfxsqxg6/3,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,zxvn4kcvil8onmd/6,xzadddndcont63h/11,m5vgbt7e802e612/20,c7557xr0oa9typw/22,9v2qvj0b6ny4lrp/5,867rdbxwrn1tlom/13,9omx3hyvbsi6s4z/14,lgbjckfncok88u1/21,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,a9sdxr2f6l0ngql/24,0t7hyu660p7bja8/1,p8x7qrx57foej2v/17,c8vfeb66wb94r09/4,ida8bqy4xp5417p/23,wx0obc7c8f6ce6w/16,aqjoi7izpzp6acv/10,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,Hindi,Tamil,Thai,Hebrew,Hindi,Tamil,Hindi,Chinese,Japanese,Thai,Latin,Latin,Japanese,Russian,Tamil,Russian,Japanese,Russian,Hebrew,Thai,Japanese,Hebrew,Hindi,Chinese,Chinese,Hebrew,Tamil|Hindi,Latin|Russian,Latin|Russian|Hebrew,Russian|Hebrew|Tamil,Latin|Russian|Tamil,Tamil|Hindi,Chinese|Thai|Japanese,Chinese|Thai|Japanese,Russian,Latin,Latin|Russian,Chinese|Thai|Japanese,Latin|Russian,Tamil|Hindi,Russian,Chinese|Thai|Japanese,Latin|Russian,Hebrew,Latin,Chinese|Thai|Japanese,Hebrew|Tamil|Hindi,Hebrew|Tamil|Hindi,Chinese|Thai|Japanese,Chinese|Thai|Japanese,
subset,none,6l8h1tv26zedant/7,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,xzadddndcont63h/11,aqjoi7izpzp6acv/10,p8x7qrx57foej2v/17,wc3yesvzcawev2b/18,0xtz9sah11iwzfb/19,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,h53qagtbagigq4f/12,lje1kpehfxsqxg6/3,nm9rf5ltug85eay/8,c7557xr0oa9typw/22,9v2qvj0b6ny4lrp/5,9omx3hyvbsi6s4z/14,zi53rt5amlnlle4/0,m5vgbt7e802e612/20,wx0obc7c8f6ce6w/16,a9sdxr2f6l0ngql/24,zxvn4kcvil8onmd/6,lgbjckfncok88u1/21,c8vfeb66wb94r09/4,0t7hyu660p7bja8/1,c39wrwcnjy60fx0/15,Tamil,Hindi,Japanese,Hindi,Hindi,Hebrew,Chinese,Chinese,Russian,Latin,Hindi,Thai,Tamil,Japanese,Thai,Latin,Russian,Chinese,Hebrew,Japanese,Tamil,Japanese,Thai,Russian,Hebrew,Tamil|Hebrew|Latin,Tamil|Latin|Russian,Japanese|Thai|Chinese,Hindi|Tamil,Hindi|Tamil,Hindi|Tamil,Japanese|Thai|Chinese,Japanese|Thai|Chinese,Hebrew|Latin,Latin,Hindi|Tamil,Hindi|Hebrew|Latin,Tamil|Hebrew|Latin,Japanese|Thai|Chinese,Hindi|Tamil,Hebrew|Latin|Russian,Hebrew|Latin|Russian,Japanese|Thai|Chinese,Hindi|Tamil|Hebrew|Latin,Japanese|Thai|Chinese,Hindi|Tamil,Japanese|Thai|Chinese,Hindi,Hebrew|Latin,Hindi|Tamil,
subset,none,aqjoi7izpzp6acv/10,c8vfeb66wb94r09/4,6l8h1tv26zedant/7,lje1kpehfxsqxg6/3,wx0obc7c8f6ce6w/16,2e3tfgr5x7rfryb/9,h53qagtbagigq4f/12,0xtz9sah11iwzfb/19,9omx3hyvbsi6s4z/14,a9sdxr2f6l0ngql/24,lgbjckfncok88u1/21,m5vgbt7e802e612/20,867rdbxwrn1tlom/13,dfgcmyi9zlmzojy/2,ida8bqy4xp5417p/23,wc3yesvzcawev2b/18,p8x7qrx57foej2v/17,xzadddndcont63h/11,0t7hyu660p7bja8/1,zxvn4kcvil8onmd/6,nm9rf5ltug85eay/8,c7557xr0oa9typw/22,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,9v2qvj0b6ny4lrp/5,Hindi,Thai,Tamil,Thai,Hebrew,Hindi,Hindi,Chinese,Latin,Japanese,Japanese,Chinese,Latin,Russian,Japanese,Chinese,Hebrew,Hindi,Russian,Tamil,Tamil,Japanese,Hebrew,Russian,Thai,Hebrew|Tamil|Hindi,Hebrew|Tamil|Hindi,Tamil|Hindi,Tamil|Hindi,Hindi|Thai,Russian|Latin,Tamil|Hindi|Russian|Latin,Chinese|Japanese,Latin,Chinese|Japanese,Chinese|Japanese,Chinese|Japanese,Hebrew|Tamil|Hindi,Hebrew|Tamil|Hindi|Russian,Chinese|Japanese,Chinese|Japanese,Tamil|Hindi|Thai,Tamil|Hindi|Thai,Hebrew|Tamil|Russian,Tamil,Tamil|Hindi,Chinese|Japanese,Hebrew|Tamil|Hindi,Tamil|Russian,Tamil|Thai,
single-noskip,additive,c39wrwcnjy60fx0/15,zi53rt5amlnlle4/0,dfgcmyi9zlmzojy/2,aqjoi7izpzp6acv/10,6l8h1tv26zedant/7,9v2qvj0b6ny4lrp/5,p8x7qrx57foej2v/17,xzadddndcont63h/11,lje1kpehfxsqxg6/3,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,wc3yesvzcawev2b/18,ida8bqy4xp5417p/23,c7557xr0oa9typw/22,lgbjckfncok88u1/21,wx0obc7c8f6ce6w/16,0xtz9sah11iwzfb/19,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,9omx3hyvbsi6s4z/14,m5vgbt7e802e612/20,a9sdxr2f6l0ngql/24,c8vfeb66wb94r09/4,867rdbxwrn1tlom/13,h53qagtbagigq4f/12,Hebrew,Russian,Russian,Hindi,Tamil,Thai,Hebrew,Hindi,Thai,Hindi,Russian,Chinese,Japanese,Japanese,Japanese,Hebrew,Chinese,Tamil,Tamil,Latin,Chinese,Japanese,Thai,Latin,Hindi,Hebrew,Russian,Hindi,Tamil,Thai,Hindi,Hebrew,Tamil,Thai,Hebrew,Hebrew,Chinese,Japanese,Chinese,Japanese,Hebrew,Chinese,Thai,Thai,Latin,Chinese,Japanese,Hebrew,Hebrew,Tamil,
subset,none,a9sdxr2f6l0ngql/24,wc3yesvzcawev2b/18,c39wrwcnjy60fx0/15,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,xzadddndcont63h/11,lje1kpehfxsqxg6/3,9omx3hyvbsi6s4z/14,m5vgbt7e802e612/20,nm9rf5ltug85eay/8,2e3tfgr5x7rfryb/9,lgbjckfncok88u1/21,6l8h1tv26zedant/7,wx0obc7c8f6ce6w/16,ida8bqy4xp5417p/23,zi53rt5amlnlle4/0,dfgcmyi9zlmzojy/2,p8x7qrx57foej2v/17,0t7hyu660p7bja8/1,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,aqjoi7izpzp6acv/10,zxvn4kcvil8onmd/6,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,Japanese,Chinese,Hebrew,Hindi,Latin,Hindi,Thai,Latin,Chinese,Tamil,Hindi,Japanese,Tamil,Hebrew,Japanese,Russian,Russian,Hebrew,Russian,Japanese,Thai,Hindi,Tamil,Chinese,Thai,Thai|Japanese|Chinese,Thai|Japanese|Chinese,Latin|Thai|Hebrew,Latin|Hebrew|Hindi,Latin|Thai|Russian,Latin|Hebrew|Hindi,Latin|Thai|Hebrew,Latin|Russian|Hebrew,Thai|Japanese|Chinese,Latin|Tamil|Hebrew,Latin|Hebrew|Hindi,Thai|Japanese|Chinese,Latin|Tamil|Hindi,Latin|Hebrew|Chinese,Thai|Japanese|Chinese,Latin|Russian|Hebrew,Latin|Russian|Hebrew,Latin|Thai|Hebrew,Latin|Russian|Hebrew,Thai|Japanese|Chinese,Latin|Thai|Hebrew,Latin|Tamil|Hindi,Latin|Tamil|Hebrew,Thai|Japanese|Chinese,Latin|Thai|Hebrew,Good
subset,none,c39wrwcnjy60fx0/15,c7557xr0oa9typw/22,lje1kpehfxsqxg6/3,c8vfeb66wb94r09/4,xzadddndcont63h/11,9omx3hyvbsi6s4z/14,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,wx0obc7c8f6ce6w/16,0t7hyu660p7bja8/1,dfgcmyi9zlmzojy/2,6l8h1tv26zedant/7,aqjoi7izpzp6acv/10,zi53rt5amlnlle4/0,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,a9sdxr2f6l0ngql/24,2e3tfgr5x7rfryb/9,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,9v2qvj0b6ny4lrp/5,zxvn4kcvil8onmd/6,p8x7qrx57foej2v/17,nm9rf5ltug85eay/8,0xtz9sah11iwzfb/19,Hebrew,Japanese,Thai,Thai,Hindi,Latin,Hindi,Latin,Hebrew,Russian,Russian,Tamil,Hindi,Russian,Chinese,Japanese,Japanese,Hindi,Japanese,Chinese,Thai,Tamil,Hebrew,Tamil,Chinese,Hebrew,Chinese|Tamil|Japanese,Hebrew|Latin|Hindi,Hebrew|Russian,Tamil|Hebrew|Russian,Latin|Russian,Hebrew|Latin|Russian,Hebrew|Latin|Russian,Hebrew|Latin|Russian,Hebrew|Latin|Russian,Tamil|Russian,Latin|Russian|Hindi,Hebrew|Russian|Hindi,Russian,Chinese|Thai|Japanese,Thai|Japanese,Chinese|Thai|Japanese,Latin|Russian,Chinese|Thai|Japanese,Chinese|Thai|Japanese,Tamil|Hebrew|Hindi,Latin|Russian|Hindi,Hebrew|Latin|Hindi,Tamil|Latin|Russian,Chinese|Thai|Japanese,
subset,none,0xtz9sah11iwzfb/19,ida8bqy4xp5417p/23,lje1kpehfxsqxg6/3,h53qagtbagigq4f/12,c7557xr0oa9typw/22,c8vfeb66wb94r09/4,m5vgbt7e802e612/20,nm9rf5ltug85eay/8,zxvn4kcvil8onmd/6,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,9v2qvj0b6ny4lrp/5,a9sdxr2f6l0ngql/24,9omx3hyvbsi6s4z/14,wc3yesvzcawev2b/18,aqjoi7izpzp6acv/10,zi53rt5amlnlle4/0,p8x7qrx57foej2v/17,867rdbxwrn1tlom/13,2e3tfgr5x7rfryb/9,lgbjckfncok88u1/21,0t7hyu660p7bja8/1,6l8h1tv26zedant/7,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,Chinese,Japanese,Thai,Hindi,Japanese,Thai,Chinese,Tamil,Tamil,Hebrew,Hebrew,Thai,Japanese,Latin,Chinese,Hindi,Russian,Hebrew,Latin,Hindi,Japanese,Russian,Tamil,Hindi,Russian,Japanese|Chinese|Thai,Chinese,Hebrew|Russian,Hindi|Tamil|Thai,Japanese|Chinese|Thai,Hebrew|Russian,Japanese|Chinese,Tamil|Hebrew|Russian,Hindi|Tamil|Hebrew|Russian,Hindi|Tamil|Hebrew|Russian,Hebrew|Russian,Hindi|Tamil|Russian,Japanese|Chinese|Thai,Latin,Japanese|Chinese,Hindi|Tamil|Hebrew|Russian,Hebrew|Russian,Hindi|Tamil|Hebrew|Russian,Latin,Hebrew|Russian,Japanese|Chinese|Thai,Tamil|Russian,Hindi|Tamil,Tamil|Hebrew|Russian,Tamil|Hebrew|Russian,
single-noskip,additive,lje1kpehfxsqxg6/3,6l8h1tv26zedant/7,zi53rt5amlnlle4/0,ida8bqy4xp5417p/23,dfgcmyi9zlmzojy/2,p8x7qrx57foej2v/17,c39wrwcnjy60fx0/15,c8vfeb66wb94r09/4,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,wx0obc7c8f6ce6w/16,zxvn4kcvil8onmd/6,9omx3hyvbsi6s4z/14,0t7hyu660p7bja8/1,a9sdxr2f6l0ngql/24,867rdbxwrn1tlom/13,nm9rf5ltug85eay/8,h53qagtbagigq4f/12,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,0xtz9sah11iwzfb/19,c7557xr0oa9typw/22,xzadddndcont63h/11,lgbjckfncok88u1/21,9v2qvj0b6ny4lrp/5,Thai,Tamil,Russian,Japanese,Russian,Hebrew,Hebrew,Thai,Hindi,Hindi,Hebrew,Tamil,Latin,Russian,Japanese,Latin,Tamil,Hindi,Chinese,Chinese,Chinese,Japanese,Hindi,Japanese,Thai,Tamil,Tamil,Russian,Chinese,Russian,Hebrew,Hebrew,Thai,Hindi,Hindi,Hebrew,Tamil,Latin,Russian,Japanese,Latin,Tamil,Hindi,Chinese,Chinese,Chinese,Chinese,Hindi,Chinese,Thai,
subset,multiplicative,wc3yesvzcawev2b/18,lgbjckfncok88u1/21,9v2qvj0b6ny4lrp/5,dfgcmyi9zlmzojy/2,lje1kpehfxsqxg6/3,p8x7qrx57foej2v/17,m5vgbt7e802e612/20,6l8h1tv26zedant/7,ida8bqy4xp5417p/23,zxvn4kcvil8onmd/6,a9sdxr2f6l0ngql/24,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,2e3tfgr5x7rfryb/9,c8vfeb66wb94r09/4,0xtz9sah11iwzfb/19,h53qagtbagigq4f/12,867rdbxwrn1tlom/13,0t7hyu660p7bja8/1,nm9rf5ltug85eay/8,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,9omx3hyvbsi6s4z/14,xzadddndcont63h/11,aqjoi7izpzp6acv/10,Chinese,Japanese,Thai,Russian,Thai,Hebrew,Chinese,Tamil,Japanese,Tamil,Japanese,Russian,Japanese,Hindi,Thai,Chinese,Hindi,Latin,Russian,Tamil,Hebrew,Hebrew,Latin,Hindi,Hindi,Chinese|Japanese,Hindi|Chinese|Japanese|Thai,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Hindi|Latin|Hebrew|Russian|Tamil,Hindi|Latin|Hebrew|Russian|Tamil,Hindi|Latin|Chinese|Russian,Chinese|Japanese|Thai,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Chinese|Japanese|Thai,Hindi|Latin|Hebrew|Russian|Tamil,Chinese|Japanese,Hindi|Latin|Hebrew|Russian,Hindi|Tamil|Japanese|Thai,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Chinese|Japanese|Thai,Hindi|Latin|Hebrew|Russian,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Hindi|Latin|Hebrew|Tamil,Hindi|Latin|Hebrew|Russian,Hindi|Latin|Hebrew|Russian|Tamil,Hindi|Latin|Hebrew|Russian|Tamil,Latin|Hebrew|Russian|Tamil,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Hindi|Latin|Hebrew|Russian|Tamil|Thai,Interesting HIT.  Thanks for posting.
subset,none,m5vgbt7e802e612/20,wc3yesvzcawev2b/18,a9sdxr2f6l0ngql/24,xzadddndcont63h/11,867rdbxwrn1tlom/13,0t7hyu660p7bja8/1,dfgcmyi9zlmzojy/2,lje1kpehfxsqxg6/3,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,c7557xr0oa9typw/22,6l8h1tv26zedant/7,p8x7qrx57foej2v/17,c39wrwcnjy60fx0/15,nm9rf5ltug85eay/8,zi53rt5amlnlle4/0,h53qagtbagigq4f/12,c8vfeb66wb94r09/4,wx0obc7c8f6ce6w/16,lgbjckfncok88u1/21,zxvn4kcvil8onmd/6,0xtz9sah11iwzfb/19,9omx3hyvbsi6s4z/14,ida8bqy4xp5417p/23,9v2qvj0b6ny4lrp/5,Chinese,Chinese,Japanese,Hindi,Latin,Russian,Russian,Thai,Hindi,Hindi,Japanese,Tamil,Hebrew,Hebrew,Tamil,Russian,Hindi,Thai,Hebrew,Japanese,Tamil,Chinese,Latin,Japanese,Thai,Chinese,Japanese|Chinese,Japanese|Chinese|Thai,Russian,Russian,Russian,Russian,Tamil,Hebrew|Russian,Hebrew|Russian,Japanese|Chinese|Thai,Latin,Hebrew,Hebrew,Hebrew,Russian,Hebrew,Hindi,Hebrew,Japanese|Chinese|Thai,Tamil,Japanese|Chinese|Thai,Russian,Japanese|Chinese|Thai,Hebrew,
single-skip,multiplicative,p8x7qrx57foej2v/17,0xtz9sah11iwzfb/19,a9sdxr2f6l0ngql/24,867rdbxwrn1tlom/13,c39wrwcnjy60fx0/15,9omx3hyvbsi6s4z/14,0t7hyu660p7bja8/1,zi53rt5amlnlle4/0,lgbjckfncok88u1/21,9v2qvj0b6ny4lrp/5,aqjoi7izpzp6acv/10,nm9rf5ltug85eay/8,ida8bqy4xp5417p/23,6l8h1tv26zedant/7,zxvn4kcvil8onmd/6,dfgcmyi9zlmzojy/2,2e3tfgr5x7rfryb/9,c7557xr0oa9typw/22,wx0obc7c8f6ce6w/16,c8vfeb66wb94r09/4,lje1kpehfxsqxg6/3,m5vgbt7e802e612/20,wc3yesvzcawev2b/18,xzadddndcont63h/11,h53qagtbagigq4f/12,Hebrew,Chinese,Japanese,Latin,Hebrew,Latin,Russian,Russian,Japanese,Thai,Hindi,Tamil,Japanese,Tamil,Tamil,Russian,Hindi,Japanese,Hebrew,Thai,Thai,Chinese,Chinese,Hindi,Hindi,Hebrew,Japanese,Japanese,Latin,Skip,Latin,Russian,Russian,Skip,Skip,Hindi,Skip,Chinese,Skip,Skip,Skip,Skip,Chinese,Hebrew,Hindi,Skip,Skip,Skip,Skip,Skip,
single-noskip,additive,xzadddndcont63h/11,0xtz9sah11iwzfb/19,9v2qvj0b6ny4lrp/5,aqjoi7izpzp6acv/10,2e3tfgr5x7rfryb/9,0t7hyu660p7bja8/1,ida8bqy4xp5417p/23,9omx3hyvbsi6s4z/14,c7557xr0oa9typw/22,h53qagtbagigq4f/12,wx0obc7c8f6ce6w/16,p8x7qrx57foej2v/17,6l8h1tv26zedant/7,a9sdxr2f6l0ngql/24,m5vgbt7e802e612/20,dfgcmyi9zlmzojy/2,wc3yesvzcawev2b/18,c39wrwcnjy60fx0/15,c8vfeb66wb94r09/4,zxvn4kcvil8onmd/6,867rdbxwrn1tlom/13,lgbjckfncok88u1/21,zi53rt5amlnlle4/0,nm9rf5ltug85eay/8,lje1kpehfxsqxg6/3,Hindi,Chinese,Thai,Hindi,Hindi,Russian,Japanese,Latin,Japanese,Hindi,Hebrew,Hebrew,Tamil,Japanese,Chinese,Russian,Chinese,Hebrew,Thai,Tamil,Latin,Japanese,Russian,Tamil,Thai,Hindi,Chinese,Hindi,Hindi,Hindi,Russian,Japanese,Latin,Japanese,Hindi,Hebrew,Hebrew,Thai,Japanese,Chinese,Russian,Chinese,Hebrew,Tamil,Thai,Latin,Japanese,Russian,Hindi,Thai,Number 16 is FRENCH. I guarantee it. And French is not on the list. I answered Latin because that was the closest.
subset,multiplicative,2e3tfgr5x7rfryb/9,6l8h1tv26zedant/7,9omx3hyvbsi6s4z/14,aqjoi7izpzp6acv/10,zxvn4kcvil8onmd/6,c39wrwcnjy60fx0/15,wx0obc7c8f6ce6w/16,a9sdxr2f6l0ngql/24,ida8bqy4xp5417p/23,m5vgbt7e802e612/20,xzadddndcont63h/11,c8vfeb66wb94r09/4,nm9rf5ltug85eay/8,0xtz9sah11iwzfb/19,p8x7qrx57foej2v/17,zi53rt5amlnlle4/0,c7557xr0oa9typw/22,0t7hyu660p7bja8/1,9v2qvj0b6ny4lrp/5,867rdbxwrn1tlom/13,h53qagtbagigq4f/12,dfgcmyi9zlmzojy/2,lgbjckfncok88u1/21,wc3yesvzcawev2b/18,lje1kpehfxsqxg6/3,Hindi,Tamil,Latin,Hindi,Tamil,Hebrew,Hebrew,Japanese,Japanese,Chinese,Hindi,Thai,Tamil,Chinese,Hebrew,Russian,Japanese,Russian,Thai,Latin,Hindi,Russian,Japanese,Chinese,Thai,Hindi,Tamil,Latin,Thai,Tamil,Hebrew,Hebrew,Japanese|Chinese,Japanese|Chinese,Chinese,Hindi,Thai,Tamil,Japanese|Chinese,Hebrew,Russian,Japanese|Chinese,Russian,Thai,Latin,Thai,Russian,Japanese,Japanese|Chinese,Tamil,
subset,multiplicative,2e3tfgr5x7rfryb/9,zi53rt5amlnlle4/0,9omx3hyvbsi6s4z/14,c8vfeb66wb94r09/4,c7557xr0oa9typw/22,h53qagtbagigq4f/12,9v2qvj0b6ny4lrp/5,6l8h1tv26zedant/7,zxvn4kcvil8onmd/6,aqjoi7izpzp6acv/10,wc3yesvzcawev2b/18,m5vgbt7e802e612/20,wx0obc7c8f6ce6w/16,c39wrwcnjy60fx0/15,0t7hyu660p7bja8/1,ida8bqy4xp5417p/23,p8x7qrx57foej2v/17,nm9rf5ltug85eay/8,lgbjckfncok88u1/21,lje1kpehfxsqxg6/3,a9sdxr2f6l0ngql/24,0xtz9sah11iwzfb/19,xzadddndcont63h/11,dfgcmyi9zlmzojy/2,867rdbxwrn1tlom/13,Hindi,Russian,Latin,Thai,Japanese,Hindi,Thai,Tamil,Tamil,Hindi,Chinese,Chinese,Hebrew,Hebrew,Russian,Japanese,Hebrew,Tamil,Japanese,Thai,Japanese,Chinese,Hindi,Russian,Latin,Tamil|Hebrew,Russian,Latin,Russian,Chinese|Thai|Japanese,Hindi|Tamil,Hindi|Tamil,Hebrew,Hebrew,Hindi|Tamil|Hebrew,Chinese,Chinese|Japanese,Hindi,Hindi|Tamil,Russian,Chinese|Japanese,Hindi|Hebrew,Hindi|Hebrew,Chinese|Japanese,Tamil,Japanese,Chinese,Hindi|Tamil,Russian,Latin,
